#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_a_coruna;A Coruña;A Coruña;A Coruña;;A Coruña;;;;;;;;;x
b_vitebsk_2;Vitebsk;Vitebsk;Vitebsk;;Vitebsk;;;;;;;;;x
b_vitebsk_2_adj;Vitebskian;;vitebsker;;;;;;;;;;;x
b_vitebsk_3;Vitebsk;Vitebsk;Vitebsk;;Vitebsk;;;;;;;;;x
b_vitebsk_3_adj;Vitebskian;;vitebsker;;;;;;;;;;;x
b_vitebsk_4;Vitebsk;Vitebsk;Vitebsk;;Vitebsk;;;;;;;;;x
b_vitebsk_4_adj;Vitebskian;;vitebsker;;;;;;;;;;;x
b_vitebsk_5;Vitebsk;Vitebsk;Vitebsk;;Vitebsk;;;;;;;;;x
b_vitebsk_5_adj;Vitebskian;;vitebsker;;;;;;;;;;;x
b_viterbo;Viterbo;Viterbo;Viterbo;;Viterbo;;;;;;;;;x
b_viterbo_adj;Viterbian;;viterber;;;;;;;;;;;x
b_viterbo_2;Viterbo;Viterbo;Viterbo;;Viterbo;;;;;;;;;x
b_viterbo_2_adj;Viterbian;;viterber;;;;;;;;;;;x
b_viterbo_3;Viterbo;Viterbo;Viterbo;;Viterbo;;;;;;;;;x
b_viterbo_3_adj;Viterbian;;viterber;;;;;;;;;;;x
b_viterbo_4;Viterbo;Viterbo;Viterbo;;Viterbo;;;;;;;;;x
b_viterbo_4_adj;Viterbian;;viterber;;;;;;;;;;;x
b_viterbo_5;Viterbo;Viterbo;Viterbo;;Viterbo;;;;;;;;;x
b_viterbo_5_adj;Viterbian;;viterber;;;;;;;;;;;x
b_viterbo_6;Viterbo;Viterbo;Viterbo;;Viterbo;;;;;;;;;x
b_viterbo_6_adj;Viterbian;;viterber;;;;;;;;;;;x
b_viveiro;Viveiro;Viveiro;Viveiro;;Viveiro;;;;;;;;;x
b_viveiro_adj;Viveirian;;viveirer;;;;;;;;;;;x
b_vizagapatnam;Vizagapatnam;Vizagapatnam;Vizagapatnam;;Vizagapatnam;;;;;;;;;x
b_vizagapatnam_adj;Vizagapatnamian;;vizagapatnamer;;;;;;;;;;;x
b_vizagapatnam_2;Vizagapatnam;Vizagapatnam;Vizagapatnam;;Vizagapatnam;;;;;;;;;x
b_vizagapatnam_2_adj;Vizagapatnamian;;vizagapatnamer;;;;;;;;;;;x
b_vizagapatnam_3;Vizagapatnam;Vizagapatnam;Vizagapatnam;;Vizagapatnam;;;;;;;;;x
b_vizagapatnam_3_adj;Vizagapatnamian;;vizagapatnamer;;;;;;;;;;;x
b_vizagapatnam_4;Vizagapatnam;Vizagapatnam;Vizagapatnam;;Vizagapatnam;;;;;;;;;x
b_vizagapatnam_4_adj;Vizagapatnamian;;vizagapatnamer;;;;;;;;;;;x
b_vizagapatnam_5;Vizagapatnam;Vizagapatnam;Vizagapatnam;;Vizagapatnam;;;;;;;;;x
b_vizagapatnam_5_adj;Vizagapatnamian;;vizagapatnamer;;;;;;;;;;;x
b_vladikavkaz;Vladikavkaz;Vladikavkaz;Vladikavkaz;;Vladikavkaz;;;;;;;;;x
b_vladikavkaz_adj;Vladikavkazian;;vladikavkazer;;;;;;;;;;;x
b_vladikavkaz_2;Vladikavkaz;Vladikavkaz;Vladikavkaz;;Vladikavkaz;;;;;;;;;x
b_vladikavkaz_2_adj;Vladikavkazian;;vladikavkazer;;;;;;;;;;;x
b_vladikavkaz_3;Vladikavkaz;Vladikavkaz;Vladikavkaz;;Vladikavkaz;;;;;;;;;x
b_vladikavkaz_3_adj;Vladikavkazian;;vladikavkazer;;;;;;;;;;;x
b_vladikavkaz_4;Vladikavkaz;Vladikavkaz;Vladikavkaz;;Vladikavkaz;;;;;;;;;x
b_vladikavkaz_4_adj;Vladikavkazian;;vladikavkazer;;;;;;;;;;;x
b_vladikavkaz_5;Vladikavkaz;Vladikavkaz;Vladikavkaz;;Vladikavkaz;;;;;;;;;x
b_vladikavkaz_5_adj;Vladikavkazian;;vladikavkazer;;;;;;;;;;;x
b_vladimir;Vladimir;Vladimir;Vladimir;;Vladimir;;;;;;;;;x
b_vladimir_adj;Vladimirian;;vladimirer;;;;;;;;;;;x
b_vladimir_2;Vladimir;Vladimir;Vladimir;;Vladimir;;;;;;;;;x
b_vladimir_2_adj;Vladimirian;;vladimirer;;;;;;;;;;;x
b_vladimir_3;Vladimir;Vladimir;Vladimir;;Vladimir;;;;;;;;;x
b_vladimir_3_adj;Vladimirian;;vladimirer;;;;;;;;;;;x
b_vladimir_4;Vladimir;Vladimir;Vladimir;;Vladimir;;;;;;;;;x
b_vladimir_4_adj;Vladimirian;;vladimirer;;;;;;;;;;;x
b_vladimir_5;Vladimir;Vladimir;Vladimir;;Vladimir;;;;;;;;;x
b_vladimir_5_adj;Vladimirian;;vladimirer;;;;;;;;;;;x
b_vlanga;Vlanga;Vlanga;Vlanga;;Vlanga;;;;;;;;;x
b_vlanga_adj;Vlangan;;vlanger;;;;;;;;;;;x
b_vlore;Vlorë;Vlorë;Vlorë;;Vlorë;;;;;;;;;x
b_vlore_adj;Vlorëian;;vlorëer;;;;;;;;;;;x
b_vlore_2;Vlorë;Vlorë;Vlorë;;Vlorë;;;;;;;;;x
b_vlore_2_adj;Vlorëian;;vlorëer;;;;;;;;;;;x
b_vlore_3;Vlorë;Vlorë;Vlorë;;Vlorë;;;;;;;;;x
b_vlore_3_adj;Vlorëian;;vlorëer;;;;;;;;;;;x
b_vlore_4;Vlorë;Vlorë;Vlorë;;Vlorë;;;;;;;;;x
b_vlore_4_adj;Vlorëian;;vlorëer;;;;;;;;;;;x
b_vlore_5;Vlorë;Vlorë;Vlorë;;Vlorë;;;;;;;;;x
b_vlore_5_adj;Vlorëian;;vlorëer;;;;;;;;;;;x
b_voden;Voden;Voden;Voden;;Voden;;;;;;;;;x
b_voden_adj;Vodenian;;vodener;;;;;;;;;;;x
b_vologda;Vologda;Vologda;Vologda;;Vologda;;;;;;;;;x
b_vologda_adj;Vologdan;;vologder;;;;;;;;;;;x
b_vologda_2;Vologda;Vologda;Vologda;;Vologda;;;;;;;;;x
b_vologda_2_adj;Vologdan;;vologder;;;;;;;;;;;x
b_vologda_3;Vologda;Vologda;Vologda;;Vologda;;;;;;;;;x
b_vologda_3_adj;Vologdan;;vologder;;;;;;;;;;;x
b_vologda_4;Vologda;Vologda;Vologda;;Vologda;;;;;;;;;x
b_vologda_4_adj;Vologdan;;vologder;;;;;;;;;;;x
b_vologda_5;Vologda;Vologda;Vologda;;Vologda;;;;;;;;;x
b_vologda_5_adj;Vologdan;;vologder;;;;;;;;;;;x
b_volos;Volos;Volos;Volos;;Volos;;;;;;;;;x
b_volos_adj;Volosian;;voloser;;;;;;;;;;;x
b_volos_2;Volos;Volos;Volos;;Volos;;;;;;;;;x
b_volos_2_adj;Volosian;;voloser;;;;;;;;;;;x
b_volos_3;Volos;Volos;Volos;;Volos;;;;;;;;;x
b_volos_3_adj;Volosian;;voloser;;;;;;;;;;;x
b_volos_4;Volos;Volos;Volos;;Volos;;;;;;;;;x
b_volos_4_adj;Volosian;;voloser;;;;;;;;;;;x
b_volos_5;Volos;Volos;Volos;;Volos;;;;;;;;;x
b_volos_5_adj;Volosian;;voloser;;;;;;;;;;;x
b_vordingborg;Vordingborg;Vordingborg;Vordingborg;;Vordingborg;;;;;;;;;x
b_vordingborg_adj;Vordingborgian;;vordingborger;;;;;;;;;;;x
b_vorgovo;Vorgovo;Vorgovo;Vorgovo;;Vorgovo;;;;;;;;;x
b_vorgovo_adj;Vorgovian;;vorgover;;;;;;;;;;;x
b_vorgovo_2;Vorgovo;Vorgovo;Vorgovo;;Vorgovo;;;;;;;;;x
b_vorgovo_2_adj;Vorgovian;;vorgover;;;;;;;;;;;x
b_vorgovo_3;Vorgovo;Vorgovo;Vorgovo;;Vorgovo;;;;;;;;;x
b_vorgovo_3_adj;Vorgovian;;vorgover;;;;;;;;;;;x
b_vorgovo_4;Vorgovo;Vorgovo;Vorgovo;;Vorgovo;;;;;;;;;x
b_vorgovo_4_adj;Vorgovian;;vorgover;;;;;;;;;;;x
b_vorgovo_5;Vorgovo;Vorgovo;Vorgovo;;Vorgovo;;;;;;;;;x
b_vorgovo_5_adj;Vorgovian;;vorgover;;;;;;;;;;;x
b_voronets;Voronets;Voronets;Voronets;;Voronets;;;;;;;;;x
b_voronets_adj;Voronetsian;;voronetser;;;;;;;;;;;x
b_voronets_2;Voronets;Voronets;Voronets;;Voronets;;;;;;;;;x
b_voronets_2_adj;Voronetsian;;voronetser;;;;;;;;;;;x
b_voronets_3;Voronets;Voronets;Voronets;;Voronets;;;;;;;;;x
b_voronets_3_adj;Voronetsian;;voronetser;;;;;;;;;;;x
b_voronets_4;Voronets;Voronets;Voronets;;Voronets;;;;;;;;;x
b_voronets_4_adj;Voronetsian;;voronetser;;;;;;;;;;;x
b_voronets_5;Voronets;Voronets;Voronets;;Voronets;;;;;;;;;x
b_voronets_5_adj;Voronetsian;;voronetser;;;;;;;;;;;x
b_vukovar;Vukovar;Vukovar;Vukovar;;Vukovar;;;;;;;;;x
b_vukovar_adj;Vukovarian;;vukovarer;;;;;;;;;;;x
b_vukovar_2;Vukovar;Vukovar;Vukovar;;Vukovar;;;;;;;;;x
b_vukovar_2_adj;Vukovarian;;vukovarer;;;;;;;;;;;x
b_vukovar_3;Vukovar;Vukovar;Vukovar;;Vukovar;;;;;;;;;x
b_vukovar_3_adj;Vukovarian;;vukovarer;;;;;;;;;;;x
b_vukovar_4;Vukovar;Vukovar;Vukovar;;Vukovar;;;;;;;;;x
b_vukovar_4_adj;Vukovarian;;vukovarer;;;;;;;;;;;x
b_vukovar_5;Vukovar;Vukovar;Vukovar;;Vukovar;;;;;;;;;x
b_vukovar_5_adj;Vukovarian;;vukovarer;;;;;;;;;;;x
b_vyatkha;Vyatkha;Vyatkha;Vyatkha;;Vyatkha;;;;;;;;;x
b_vyatkha_adj;Vyatkhan;;vyatkher;;;;;;;;;;;x
b_vyatkha_2;Vyatkha;Vyatkha;Vyatkha;;Vyatkha;;;;;;;;;x
b_vyatkha_2_adj;Vyatkhan;;vyatkher;;;;;;;;;;;x
b_vyatkha_3;Vyatkha;Vyatkha;Vyatkha;;Vyatkha;;;;;;;;;x
b_vyatkha_3_adj;Vyatkhan;;vyatkher;;;;;;;;;;;x
b_vyatkha_4;Vyatkha;Vyatkha;Vyatkha;;Vyatkha;;;;;;;;;x
b_vyatkha_4_adj;Vyatkhan;;vyatkher;;;;;;;;;;;x
b_vyatkha_5;Vyatkha;Vyatkha;Vyatkha;;Vyatkha;;;;;;;;;x
b_vyatkha_5_adj;Vyatkhan;;vyatkher;;;;;;;;;;;x
b_vyazma;Vyazma;Vyazma;Vyazma;;Vyazma;;;;;;;;;x
b_vyazma_adj;Vyazman;;vyazmer;;;;;;;;;;;x
b_vyazma_2;Vyazma;Vyazma;Vyazma;;Vyazma;;;;;;;;;x
b_vyazma_2_adj;Vyazman;;vyazmer;;;;;;;;;;;x
b_vyazma_3;Vyazma;Vyazma;Vyazma;;Vyazma;;;;;;;;;x
b_vyazma_3_adj;Vyazman;;vyazmer;;;;;;;;;;;x
b_vyazma_4;Vyazma;Vyazma;Vyazma;;Vyazma;;;;;;;;;x
b_vyazma_4_adj;Vyazman;;vyazmer;;;;;;;;;;;x
b_vyazma_5;Vyazma;Vyazma;Vyazma;;Vyazma;;;;;;;;;x
b_vyazma_5_adj;Vyazman;;vyazmer;;;;;;;;;;;x
b_vyterga;Vyterga;Vyterga;Vyterga;;Vyterga;;;;;;;;;x
b_vyterga_adj;Vytergan;;vyterger;;;;;;;;;;;x
b_vyterga_2;Vyterga;Vyterga;Vyterga;;Vyterga;;;;;;;;;x
b_vyterga_2_adj;Vytergan;;vyterger;;;;;;;;;;;x
b_vyterga_3;Vyterga;Vyterga;Vyterga;;Vyterga;;;;;;;;;x
b_vyterga_3_adj;Vytergan;;vyterger;;;;;;;;;;;x
b_vyterga_4;Vyterga;Vyterga;Vyterga;;Vyterga;;;;;;;;;x
b_vyterga_4_adj;Vytergan;;vyterger;;;;;;;;;;;x
b_vyterga_5;Vyterga;Vyterga;Vyterga;;Vyterga;;;;;;;;;x
b_vyterga_5_adj;Vytergan;;vyterger;;;;;;;;;;;x
b_wa;Wa;Wa;Wa;;Wa;;;;;;;;;x
b_wa_adj;Wan;;wer;;;;;;;;;;;x
b_wa_2;Wa;Wa;Wa;;Wa;;;;;;;;;x
b_wa_2_adj;Wan;;wer;;;;;;;;;;;x
b_wa_3;Wa;Wa;Wa;;Wa;;;;;;;;;x
b_wa_3_adj;Wan;;wer;;;;;;;;;;;x
b_wa_4;Wa;Wa;Wa;;Wa;;;;;;;;;x
b_wa_4_adj;Wan;;wer;;;;;;;;;;;x
b_wa_5;Wa;Wa;Wa;;Wa;;;;;;;;;x
b_wa_5_adj;Wan;;wer;;;;;;;;;;;x
b_wad_madani;Wad Madani;Wad Madani;Wad Madani;;Wad Madani;;;;;;;;;x
b_wad_madani_adj;Wad Madanian;;Wad Madaner;;;;;;;;;;;x
b_wad_madani_2;Wad Madani;Wad Madani;Wad Madani;;Wad Madani;;;;;;;;;x
b_wad_madani_2_adj;Wad Madanian;;Wad Madaner;;;;;;;;;;;x
b_wad_madani_3;Wad Madani;Wad Madani;Wad Madani;;Wad Madani;;;;;;;;;x
b_wad_madani_3_adj;Wad Madanian;;Wad Madaner;;;;;;;;;;;x
b_wad_madani_4;Wad Madani;Wad Madani;Wad Madani;;Wad Madani;;;;;;;;;x
b_wad_madani_4_adj;Wad Madanian;;Wad Madaner;;;;;;;;;;;x
b_wad_madani_5;Wad Madani;Wad Madani;Wad Madani;;Wad Madani;;;;;;;;;x
b_wad_madani_5_adj;Wad Madanian;;Wad Madaner;;;;;;;;;;;x
b_waddan;Waddan;Waddan;Waddan;;Waddan;;;;;;;;;x
b_waddan_adj;Waddanian;;waddaner;;;;;;;;;;;x
b_waddan_2;Waddan;Waddan;Waddan;;Waddan;;;;;;;;;x
b_waddan_2_adj;Waddanian;;waddaner;;;;;;;;;;;x
b_waddan_3;Waddan;Waddan;Waddan;;Waddan;;;;;;;;;x
b_waddan_3_adj;Waddanian;;waddaner;;;;;;;;;;;x
b_waddan_4;Waddan;Waddan;Waddan;;Waddan;;;;;;;;;x
b_waddan_4_adj;Waddanian;;waddaner;;;;;;;;;;;x
b_waddan_5;Waddan;Waddan;Waddan;;Waddan;;;;;;;;;x
b_waddan_5_adj;Waddanian;;waddaner;;;;;;;;;;;x
b_wadi_al_seer;Wadi Al Seer;Wadi Al Seer;Wadi Al Seer;;Wadi Al Seer;;;;;;;;;x
b_wadi_al_seer_adj;Wadi Al Seerian;;Wadi Al Seerer;;;;;;;;;;;x
b_wahiguya;Wahiguya;Wahiguya;Wahiguya;;Wahiguya;;;;;;;;;x
b_wahiguya_adj;Wahiguyan;;wahiguer;;;;;;;;;;;x
b_wahiguya_2;Wahiguya;Wahiguya;Wahiguya;;Wahiguya;;;;;;;;;x
b_wahiguya_2_adj;Wahiguyan;;wahiguer;;;;;;;;;;;x
b_wahiguya_3;Wahiguya;Wahiguya;Wahiguya;;Wahiguya;;;;;;;;;x
b_wahiguya_3_adj;Wahiguyan;;wahiguer;;;;;;;;;;;x
b_wahiguya_4;Wahiguya;Wahiguya;Wahiguya;;Wahiguya;;;;;;;;;x
b_wahiguya_4_adj;Wahiguyan;;wahiguer;;;;;;;;;;;x
b_wahiguya_5;Wahiguya;Wahiguya;Wahiguya;;Wahiguya;;;;;;;;;x
b_wahiguya_5_adj;Wahiguyan;;wahiguer;;;;;;;;;;;x
b_wahran;Wahran;Wahran;Wahran;;Wahran;;;;;;;;;x
b_wahran_adj;Wahranian;;wahraner;;;;;;;;;;;x
b_wahran_2;Wahran;Wahran;Wahran;;Wahran;;;;;;;;;x
b_wahran_2_adj;Wahranian;;wahraner;;;;;;;;;;;x
b_wahran_3;Wahran;Wahran;Wahran;;Wahran;;;;;;;;;x
b_wahran_3_adj;Wahranian;;wahraner;;;;;;;;;;;x
b_wahran_4;Wahran;Wahran;Wahran;;Wahran;;;;;;;;;x
b_wahran_4_adj;Wahranian;;wahraner;;;;;;;;;;;x
b_wahran_5;Wahran;Wahran;Wahran;;Wahran;;;;;;;;;x
b_wahran_5_adj;Wahranian;;wahraner;;;;;;;;;;;x
b_waidhofen;Waidhofen;Waidhofen;Waidhofen;;Waidhofen;;;;;;;;;x
b_waidhofen_adj;Waidhofenian;;waidhofener;;;;;;;;;;;x
b_wajir;Wajir;Wajir;Wajir;;Wajir;;;;;;;;;x
b_wajir_adj;Wajirian;;wajirer;;;;;;;;;;;x
b_wajir_2;Wajir;Wajir;Wajir;;Wajir;;;;;;;;;x
b_wajir_2_adj;Wajirian;;wajirer;;;;;;;;;;;x
b_wajir_3;Wajir;Wajir;Wajir;;Wajir;;;;;;;;;x
b_wajir_3_adj;Wajirian;;wajirer;;;;;;;;;;;x
b_wajir_4;Wajir;Wajir;Wajir;;Wajir;;;;;;;;;x
b_wajir_4_adj;Wajirian;;wajirer;;;;;;;;;;;x
b_wajir_5;Wajir;Wajir;Wajir;;Wajir;;;;;;;;;x
b_wajir_5_adj;Wajirian;;wajirer;;;;;;;;;;;x
b_walata;Walata;Walata;Walata;;Walata;;;;;;;;;x
b_walata_adj;Walatan;;walater;;;;;;;;;;;x
b_walata_2;Walata;Walata;Walata;;Walata;;;;;;;;;x
b_walata_2_adj;Walatan;;walater;;;;;;;;;;;x
b_walata_3;Walata;Walata;Walata;;Walata;;;;;;;;;x
b_walata_3_adj;Walatan;;walater;;;;;;;;;;;x
b_walata_4;Walata;Walata;Walata;;Walata;;;;;;;;;x
b_walata_4_adj;Walatan;;walater;;;;;;;;;;;x
b_walata_5;Walata;Walata;Walata;;Walata;;;;;;;;;x
b_walata_5_adj;Walatan;;walater;;;;;;;;;;;x
b_walcz;Walcz;Walcz;Walcz;;Walcz;;;;;;;;;x
b_walcz_adj;Walczian;;walczer;;;;;;;;;;;x
b_wals;Wals;Wals;Wals;;Wals;;;;;;;;;x
b_wals_adj;Walsian;;walser;;;;;;;;;;;x
b_warangal;Warangal;Warangal;Warangal;;Warangal;;;;;;;;;x
b_warangal_adj;Warangalian;;warangaler;;;;;;;;;;;x
b_warangal_2;Warangal;Warangal;Warangal;;Warangal;;;;;;;;;x
b_warangal_2_adj;Warangalian;;warangaler;;;;;;;;;;;x
b_warangal_3;Warangal;Warangal;Warangal;;Warangal;;;;;;;;;x
b_warangal_3_adj;Warangalian;;warangaler;;;;;;;;;;;x
b_warangal_4;Warangal;Warangal;Warangal;;Warangal;;;;;;;;;x
b_warangal_4_adj;Warangalian;;warangaler;;;;;;;;;;;x
b_warangal_5;Warangal;Warangal;Warangal;;Warangal;;;;;;;;;x
b_warangal_5_adj;Warangalian;;warangaler;;;;;;;;;;;x
b_warri;Warri;Warri;Warri;;Warri;;;;;;;;;x
b_warri_adj;Warrian;;warrer;;;;;;;;;;;x
b_warri_2;Warri;Warri;Warri;;Warri;;;;;;;;;x
b_warri_2_adj;Warrian;;warrer;;;;;;;;;;;x
b_warri_3;Warri;Warri;Warri;;Warri;;;;;;;;;x
b_warri_3_adj;Warrian;;warrer;;;;;;;;;;;x
b_warri_4;Warri;Warri;Warri;;Warri;;;;;;;;;x
b_warri_4_adj;Warrian;;warrer;;;;;;;;;;;x
b_warri_5;Warri;Warri;Warri;;Warri;;;;;;;;;x
b_warri_5_adj;Warrian;;warrer;;;;;;;;;;;x
b_warszawa;Warszawa;Warszawa;Warszawa;;Warszawa;;;;;;;;;x
b_warszawa_adj;Warszawan;;warszawer;;;;;;;;;;;x
b_warszawa_2;Warszawa;Warszawa;Warszawa;;Warszawa;;;;;;;;;x
b_warszawa_2_adj;Warszawan;;warszawer;;;;;;;;;;;x
b_warszawa_3;Warszawa;Warszawa;Warszawa;;Warszawa;;;;;;;;;x
b_warszawa_3_adj;Warszawan;;warszawer;;;;;;;;;;;x
b_warszawa_4;Warszawa;Warszawa;Warszawa;;Warszawa;;;;;;;;;x
b_warszawa_4_adj;Warszawan;;warszawer;;;;;;;;;;;x
b_warzazat;Warzazat;Warzazat;Warzazat;;Warzazat;;;;;;;;;x
b_warzazat_adj;Warzazatian;;warzazater;;;;;;;;;;;x
b_warzazat_2;Warzazat;Warzazat;Warzazat;;Warzazat;;;;;;;;;x
b_warzazat_2_adj;Warzazatian;;warzazater;;;;;;;;;;;x
b_warzazat_3;Warzazat;Warzazat;Warzazat;;Warzazat;;;;;;;;;x
b_warzazat_3_adj;Warzazatian;;warzazater;;;;;;;;;;;x
b_warzazat_4;Warzazat;Warzazat;Warzazat;;Warzazat;;;;;;;;;x
b_warzazat_4_adj;Warzazatian;;warzazater;;;;;;;;;;;x
b_warzazat_5;Warzazat;Warzazat;Warzazat;;Warzazat;;;;;;;;;x
b_warzazat_5_adj;Warzazatian;;warzazater;;;;;;;;;;;x
b_waterford;Waterford;Waterford;Waterford;;Waterford;;;;;;;;;x
b_waterford_adj;Waterfordian;;waterforder;;;;;;;;;;;x
b_waterford_2;Waterford;Waterford;Waterford;;Waterford;;;;;;;;;x
b_waterford_2_adj;Waterfordian;;waterforder;;;;;;;;;;;x
b_waterford_3;Waterford;Waterford;Waterford;;Waterford;;;;;;;;;x
b_waterford_3_adj;Waterfordian;;waterforder;;;;;;;;;;;x
b_waterford_4;Waterford;Waterford;Waterford;;Waterford;;;;;;;;;x
b_waterford_4_adj;Waterfordian;;waterforder;;;;;;;;;;;x
b_waterford_5;Waterford;Waterford;Waterford;;Waterford;;;;;;;;;x
b_waterford_5_adj;Waterfordian;;waterforder;;;;;;;;;;;x
b_waw;Waw;Waw;Waw;;Waw;;;;;;;;;x
b_waw_adj;Wawian;;wawer;;;;;;;;;;;x
b_waw_2;Waw;Waw;Waw;;Waw;;;;;;;;;x
b_waw_2_adj;Wawian;;wawer;;;;;;;;;;;x
b_waw_3;Waw;Waw;Waw;;Waw;;;;;;;;;x
b_waw_3_adj;Wawian;;wawer;;;;;;;;;;;x
b_waw_4;Waw;Waw;Waw;;Waw;;;;;;;;;x
b_waw_4_adj;Wawian;;wawer;;;;;;;;;;;x
b_waw_5;Waw;Waw;Waw;;Waw;;;;;;;;;x
b_waw_5_adj;Wawian;;wawer;;;;;;;;;;;x
b_wazzan;Wazzan;Wazzan;Wazzan;;Wazzan;;;;;;;;;x
b_wazzan_adj;Wazzanian;;wazzaner;;;;;;;;;;;x
b_wazzan_2;Wazzan;Wazzan;Wazzan;;Wazzan;;;;;;;;;x
b_wazzan_2_adj;Wazzanian;;wazzaner;;;;;;;;;;;x
b_wazzan_3;Wazzan;Wazzan;Wazzan;;Wazzan;;;;;;;;;x
b_wazzan_3_adj;Wazzanian;;wazzaner;;;;;;;;;;;x
b_wazzan_4;Wazzan;Wazzan;Wazzan;;Wazzan;;;;;;;;;x
b_wazzan_4_adj;Wazzanian;;wazzaner;;;;;;;;;;;x
b_wazzan_5;Wazzan;Wazzan;Wazzan;;Wazzan;;;;;;;;;x
b_wazzan_5_adj;Wazzanian;;wazzaner;;;;;;;;;;;x
b_weimar;Weimar;Weimar;Weimar;;Weimar;;;;;;;;;x
b_weimar_adj;Weimarian;;weimarer;;;;;;;;;;;x
b_weimar_2;Weimar;Weimar;Weimar;;Weimar;;;;;;;;;x
b_weimar_2_adj;Weimarian;;weimarer;;;;;;;;;;;x
b_weimar_3;Weimar;Weimar;Weimar;;Weimar;;;;;;;;;x
b_weimar_3_adj;Weimarian;;weimarer;;;;;;;;;;;x
b_weimar_4;Weimar;Weimar;Weimar;;Weimar;;;;;;;;;x
b_weimar_4_adj;Weimarian;;weimarer;;;;;;;;;;;x
b_weimar_5;Weimar;Weimar;Weimar;;Weimar;;;;;;;;;x
b_weimar_5_adj;Weimarian;;weimarer;;;;;;;;;;;x
b_wels;Wels;Wels;Wels;;Wels;;;;;;;;;x
b_wels_adj;Welsian;;welser;;;;;;;;;;;x
b_wels_2;Wels;Wels;Wels;;Wels;;;;;;;;;x
b_wels_2_adj;Welsian;;welser;;;;;;;;;;;x
b_westminster;Westminster;Westminster;Westminster;;Westminster;;;;;;;;;x
b_westminster_adj;Westminsterian;;westminsterer;;;;;;;;;;;x
b_wexford;Wexford;Wexford;Wexford;;Wexford;;;;;;;;;x
b_wexford_adj;Wexfordian;;wexforder;;;;;;;;;;;x
b_wexford_2;Wexford;Wexford;Wexford;;Wexford;;;;;;;;;x
b_wexford_2_adj;Wexfordian;;wexforder;;;;;;;;;;;x
b_wexford_3;Wexford;Wexford;Wexford;;Wexford;;;;;;;;;x
b_wexford_3_adj;Wexfordian;;wexforder;;;;;;;;;;;x
b_wexford_4;Wexford;Wexford;Wexford;;Wexford;;;;;;;;;x
b_wexford_4_adj;Wexfordian;;wexforder;;;;;;;;;;;x
b_wexford_5;Wexford;Wexford;Wexford;;Wexford;;;;;;;;;x
b_wexford_5_adj;Wexfordian;;wexforder;;;;;;;;;;;x
b_wien;Wien;Wien;Wien;;Wien;;;;;;;;;x
b_wien_adj;Wienian;;wiener;;;;;;;;;;;x
b_wiesbaden;Wiesbaden;Wiesbaden;Wiesbaden;;Wiesbaden;;;;;;;;;x
b_wiesbaden_adj;Wiesbadenian;;wiesbadener;;;;;;;;;;;x
b_wiesbaden_2;Wiesbaden;Wiesbaden;Wiesbaden;;Wiesbaden;;;;;;;;;x
b_wiesbaden_2_adj;Wiesbadenian;;wiesbadener;;;;;;;;;;;x
b_wiesbaden_3;Wiesbaden;Wiesbaden;Wiesbaden;;Wiesbaden;;;;;;;;;x
b_wiesbaden_3_adj;Wiesbadenian;;wiesbadener;;;;;;;;;;;x
b_wiesbaden_4;Wiesbaden;Wiesbaden;Wiesbaden;;Wiesbaden;;;;;;;;;x
b_wiesbaden_4_adj;Wiesbadenian;;wiesbadener;;;;;;;;;;;x
b_wiesbaden_5;Wiesbaden;Wiesbaden;Wiesbaden;;Wiesbaden;;;;;;;;;x
b_wiesbaden_5_adj;Wiesbadenian;;wiesbadener;;;;;;;;;;;x
b_winiary;Winiary;Winiary;Winiary;;Winiary;;;;;;;;;x
b_winiary_adj;Winiarian;;winiarer;;;;;;;;;;;x
b_wloclawek;Wloclawek;Wloclawek;Wloclawek;;Wloclawek;;;;;;;;;x
b_wloclawek_adj;Wloclawekian;;wloclaweker;;;;;;;;;;;x
b_wogodogo;Wogodogo;Wogodogo;Wogodogo;;Wogodogo;;;;;;;;;x
b_wogodogo_adj;Wogodogian;;wogodoger;;;;;;;;;;;x
b_wogodogo_2;Wogodogo;Wogodogo;Wogodogo;;Wogodogo;;;;;;;;;x
b_wogodogo_2_adj;Wogodogian;;wogodoger;;;;;;;;;;;x
b_wogodogo_3;Wogodogo;Wogodogo;Wogodogo;;Wogodogo;;;;;;;;;x
b_wogodogo_3_adj;Wogodogian;;wogodoger;;;;;;;;;;;x
b_wogodogo_4;Wogodogo;Wogodogo;Wogodogo;;Wogodogo;;;;;;;;;x
b_wogodogo_4_adj;Wogodogian;;wogodoger;;;;;;;;;;;x
b_wogodogo_5;Wogodogo;Wogodogo;Wogodogo;;Wogodogo;;;;;;;;;x
b_wogodogo_5_adj;Wogodogian;;wogodoger;;;;;;;;;;;x
b_wolfsberg;Wolfsberg;Wolfsberg;Wolfsberg;;Wolfsberg;;;;;;;;;x
b_wolfsberg_adj;Wolfsbergian;;wolfsberger;;;;;;;;;;;x
b_wr_neustadt;Wr. Neustadt;Wr. Neustadt;Wr. Neustadt;;Wr. Neustadt;;;;;;;;;x
b_wr_neustadt_adj;Wr. Neustadtian;;Wr. Neustadter;;;;;;;;;;;x
b_wuerzburg;Würzburg;Würzburg;Würzburg;;Würzburg;;;;;;;;;x
b_wuerzburg_adj;Würzburgian;;würzburger;;;;;;;;;;;x
